order_id,order_date,customer_id,product_id,category,subcategory,quantity,unit_price,discount,sales,cost,profit,region,segment,order_hour,payment_method,rating,cancelled
O101039,2022-05-06 14:11:00,C00129,P0049,Home & Kitchen,Furniture,1,341.23,0,341.23,216.52,124.71,West,Consumer,14,COD,5.0,False
O101040,2023-01-23 22:07:00,C00667,P0080,Clothing,Men,2,61.49,0,122.98,94.68,28.3,North,Consumer,22,UPI,5.0,False
O101041,2023-08-31 19:26:00,C00317,P0105,Clothing,Women,1,280.65,0,280.65,215.0,65.65,South,Corporate,19,Debit Card,3.0,False
O101042,2022-01-15 20:56:00,C00353,P0053,Home & Kitchen,Decor,2,218.77,0,437.54,255.12,182.42,North,Corporate,20,Credit Card,5.0,False
O101043,2022-05-04 19:48:00,C00158,P0016,Grocery,Staples,4,232.53,15,915.12,713.04,202.08,South,Consumer,19,Debit Card,,False
O101044,2023-10-15 18:49:00,C00444,P0058,Electronics,Accessories,1,462.89,10,452.89,338.86,114.03,South,Consumer,18,UPI,5.0,False
O101045,2023-10-16 14:22:00,C00072,P0060,Home & Kitchen,Kitchen Appliances,1,417.07,0,417.07,248.52,168.55,West,Consumer,14,UPI,5.0,False
O101046,2023-01-25 07:37:00,C00358,P0066,Grocery,Snacks,2,462.75,0,925.5,575.02,350.48,North,Consumer,7,Debit Card,2.0,False
O101047,2024-04-05 14:55:00,C00166,P0014,Beauty,Skin Care,1,70.41,0,70.41,51.13,19.28,North,Consumer,14,UPI,5.0,False
O101048,2022-10-13 10:24:00,C00318,P0145,Grocery,Beverages,1,331.19,0,331.19,213.65,117.54,North,Consumer,10,Debit Card,3.0,False
O101049,2022-11-06 18:11:00,C00036,P0106,Clothing,Kids,1,348.49,5,343.49,236.05,107.44,North,Consumer,18,Debit Card,5.0,False
O101050,2024-10-15 12:10:00,C00128,P0126,Home & Kitchen,Kitchen Appliances,2,534.71,10,1059.42,791.16,268.26,South,Corporate,12,Credit Card,5.0,False
O101051,2024-10-19 13:27:00,C00779,P0030,Grocery,Staples,2,265.0,15,515.0,311.76,203.24,South,Consumer,13,Credit Card,,False
O101052,2023-10-25 22:30:00,C00004,P0124,Electronics,Laptop,1,331.78,0,331.78,238.28,93.5,South,Consumer,22,Debit Card,4.0,False
O101053,2024-10-01 00:19:00,C00009,P0071,Grocery,Staples,1,343.37,0,343.37,194.74,148.63,East,Home Office,0,UPI,4.0,False
O101054,2022-09-23 16:18:00,C00029,P0149,Electronics,Accessories,1,534.5,15,519.5,356.73,162.77,South,Consumer,16,Netbanking,5.0,False
O101055,2022-05-10 00:28:00,C00176,P0048,Sports,Indoor,1,426.85,0,426.85,282.95,143.9,West,Consumer,0,Wallet,4.0,False
O101056,2023-10-03 20:58:00,C00718,P0128,Toys,Puzzles,1,208.84,10,198.84,149.9,48.94,West,Consumer,20,Credit Card,3.0,False
O101057,2022-09-18 10:50:00,C00745,P0122,Beauty,Hair Care,1,162.24,0,162.24,142.85,19.39,North,Corporate,10,UPI,4.0,False
O101058,2023-05-26 15:36:00,C00718,P0107,Electronics,Mobile,1,653.71,0,653.71,558.74,94.97,West,Consumer,15,Debit Card,5.0,False
O101059,2023-10-21 02:33:00,C00398,P0025,Home & Kitchen,Decor,1,234.67,15,219.67,158.36,61.31,North,Consumer,2,Credit Card,4.0,False
O101060,2023-07-20 22:09:00,C00562,P0073,Beauty,Makeup,1,280.91,0,280.91,165.57,115.34,East,Consumer,22,Debit Card,5.0,True
O101061,2023-12-31 19:30:00,C00234,P0052,Electronics,Laptop,1,453.79,0,453.79,281.18,172.61,South,Consumer,19,COD,4.0,False
O101062,2023-02-14 20:12:00,C00010,P0103,Home & Kitchen,Kitchen Appliances,1,258.87,0,258.87,165.01,93.86,North,Consumer,20,UPI,3.0,False
O101063,2024-10-29 09:15:00,C00045,P0024,Clothing,Men,1,129.03,0,129.03,77.77,51.26,South,Corporate,9,Credit Card,5.0,False
O101064,2022-03-01 20:41:00,C00466,P0104,Home & Kitchen,Furniture,1,203.73,5,198.73,145.67,53.06,West,Consumer,20,UPI,,False
O101065,2024-02-22 17:10:00,C00128,P0099,Sports,Fitness,1,300.61,0,300.61,178.81,121.8,South,Corporate,17,Credit Card,5.0,False
O101066,2024-07-17 09:10:00,C00664,P0121,Sports,Outdoor,1,394.92,0,394.92,260.86,134.06,South,Consumer,9,Credit Card,2.0,False
O101067,2024-01-26 04:20:00,C00348,P0071,Grocery,Staples,1,343.37,15,328.37,194.74,133.63,North,Corporate,4,Debit Card,5.0,False
O101068,2022-03-12 20:18:00,C00733,P0064,Grocery,Snacks,1,156.46,10,146.46,121.35,25.11,East,Consumer,20,Credit Card,4.0,False
O101069,2022-09-28 15:04:00,C00257,P0067,Home & Kitchen,Furniture,1,291.36,0,291.36,181.86,109.5,East,Consumer,15,Debit Card,1.0,False
O101070,2024-01-08 11:21:00,C00448,P0120,Clothing,Men,3,390.23,0,1170.69,769.71,400.98,North,Home Office,11,Debit Card,4.0,False
O101071,2024-03-21 22:09:00,C00041,P0106,Clothing,Kids,1,296.22,0,296.22,236.05,60.17,East,Consumer,22,Debit Card,5.0,False
O101072,2023-06-19 07:15:00,C00170,P0130,Grocery,Staples,1,239.58,10,229.58,178.39,51.19,East,Corporate,7,Credit Card,4.0,False
O101073,2024-09-07 01:02:00,C00359,P0134,Grocery,Snacks,1,356.83,0,356.83,250.91,105.92,North,Consumer,1,COD,5.0,False
O101074,2024-03-04 20:42:00,C00176,P0131,Home & Kitchen,Decor,1,113.92,0,113.92,77.41,36.51,West,Consumer,20,Debit Card,4.0,False
O101075,2022-05-20 01:12:00,C00676,P0123,Toys,Educational,2,468.34,0,936.68,581.62,355.06,East,Home Office,1,Debit Card,5.0,False
O101076,2024-01-24 16:57:00,C00590,P0102,Sports,Fitness,2,249.52,0,499.04,381.6,117.44,West,Consumer,16,Debit Card,2.0,False
O101077,2023-07-31 08:35:00,C00412,P0077,Sports,Outdoor,1,310.45,0,310.45,242.85,67.6,South,Consumer,8,Netbanking,3.0,False
O101078,2023-02-05 10:57:00,C00223,P0061,Home & Kitchen,Furniture,1,242.5,15,227.5,160.24,67.26,North,Consumer,10,Credit Card,5.0,False
O101079,2024-04-10 06:11:00,C00022,P0001,Toys,Educational,1,359.61,0,359.61,200.03,159.58,South,Home Office,6,UPI,2.0,False
O101080,2023-09-04 22:43:00,C00389,P0065,Sports,Fitness,1,397.5,0,397.5,316.54,80.96,South,Consumer,22,Debit Card,5.0,False
O101081,2023-06-01 06:32:00,C00414,P0132,Beauty,Skin Care,1,308.23,0,308.23,240.22,68.01,North,Home Office,6,Netbanking,2.0,False
O101082,2024-03-06 23:20:00,C00194,P0005,Home & Kitchen,Furniture,1,244.71,10,234.71,183.9,50.81,South,Home Office,23,UPI,2.0,False
O101083,2023-08-08 21:54:00,C00108,P0088,Electronics,Accessories,1,539.45,0,539.45,408.55,130.9,South,Consumer,21,Netbanking,2.0,False
O101084,2022-01-23 08:59:00,C00765,P0037,Beauty,Skin Care,1,325.06,5,320.06,220.04,100.02,South,Consumer,8,UPI,,False
O101085,2024-01-24 06:41:00,C00438,P0125,Grocery,Staples,2,370.42,15,725.84,434.76,291.08,South,Corporate,6,Netbanking,5.0,False
O101086,2022-02-15 09:49:00,C00786,P0140,Clothing,Kids,1,152.3,0,152.3,86.83,65.47,East,Home Office,9,Credit Card,4.0,False
O101087,2023-02-24 03:58:00,C00449,P0010,Electronics,Mobile,1,565.11,5,560.11,364.49,195.62,North,Consumer,3,Credit Card,5.0,False
O101088,2024-07-21 18:44:00,C00660,P0115,Toys,Action Figures,1,276.92,0,276.92,187.41,89.51,East,Consumer,18,UPI,4.0,False
O101089,2022-11-10 06:04:00,C00016,P0065,Sports,Fitness,1,397.5,0,397.5,316.54,80.96,South,Consumer,6,Credit Card,4.0,False
O101090,2022-12-25 00:36:00,C00668,P0137,Grocery,Beverages,1,206.01,0,206.01,127.59,78.42,East,Consumer,0,UPI,3.0,False
O101091,2023-07-02 00:42:00,C00513,P0104,Home & Kitchen,Furniture,1,193.54,0,193.54,145.67,47.87,South,Corporate,0,Credit Card,4.0,True
O101092,2022-04-01 18:53:00,C00713,P0051,Home & Kitchen,Furniture,2,338.89,15,662.78,526.2,136.58,South,Consumer,18,Debit Card,5.0,False
O101093,2022-04-07 09:23:00,C00116,P0047,Toys,Action Figures,1,244.72,5,239.72,159.01,80.71,North,Consumer,9,Netbanking,4.0,False
O101094,2024-01-31 23:35:00,C00671,P0071,Grocery,Staples,2,343.37,15,671.74,389.48,282.26,Central,Consumer,23,UPI,4.0,False
O101095,2024-02-02 14:22:00,C00720,P0057,Toys,Puzzles,1,199.29,15,184.29,158.64,25.65,West,Consumer,14,UPI,4.0,False
O101096,2024-01-08 13:05:00,C00504,P0002,Home & Kitchen,Furniture,1,283.41,0,283.41,165.76,117.65,West,Consumer,13,Credit Card,5.0,False
O101097,2022-12-03 01:21:00,C00103,P0080,Clothing,Men,1,52.27,0,52.27,47.34,4.93,West,Consumer,1,Credit Card,5.0,False
O101098,2022-11-23 18:08:00,C00772,P0003,Toys,Puzzles,1,377.72,5,372.72,291.99,80.73,East,Consumer,18,Credit Card,4.0,False
O101099,2024-10-23 17:02:00,C00464,P0017,Clothing,Women,2,178.46,0,356.92,253.02,103.9,East,Home Office,17,Credit Card,4.0,False
O101100,2023-04-10 21:45:00,C00391,P0009,Clothing,Men,1,243.66,0,243.66,147.13,96.53,North,Consumer,21,UPI,3.0,False
O101101,2024-03-19 16:42:00,C00075,P0111,Sports,Indoor,1,69.75,0,69.75,41.68,28.07,South,Consumer,16,UPI,4.0,False
O101102,2023-04-08 20:41:00,C00771,P0055,Electronics,Mobile,3,623.72,15,1856.16,1337.4,518.76,North,Consumer,20,Netbanking,5.0,True
O101103,2024-10-30 03:31:00,C00783,P0059,Home & Kitchen,Furniture,1,339.75,15,324.75,203.02,121.73,North,Consumer,3,COD,5.0,False
O101104,2023-03-05 17:40:00,C00411,P0018,Home & Kitchen,Kitchen Appliances,1,337.71,0,337.71,215.74,121.97,South,Consumer,17,Credit Card,5.0,False
O101105,2023-01-16 21:04:00,C00356,P0138,Toys,Educational,2,261.35,0,522.7,323.36,199.34,South,Corporate,21,Debit Card,5.0,False
O101106,2023-09-07 10:24:00,C00435,P0050,Beauty,Skin Care,1,88.44,5,83.44,48.8,34.64,North,Consumer,10,UPI,2.0,False
O101107,2022-03-27 21:31:00,C00060,P0051,Home & Kitchen,Furniture,1,338.89,0,338.89,263.1,75.79,North,Corporate,21,Credit Card,3.0,False
O101108,2024-02-25 17:49:00,C00139,P0072,Toys,Educational,1,484.56,10,474.56,315.42,159.14,East,Consumer,17,UPI,5.0,False
O101109,2024-10-01 00:24:00,C00720,P0004,Beauty,Hair Care,1,482.76,0,482.76,269.35,213.41,West,Consumer,0,Debit Card,4.0,False
O101110,2022-07-12 14:24:00,C00688,P0033,Beauty,Hair Care,1,298.38,5,293.38,236.55,56.83,South,Consumer,14,Credit Card,5.0,False
O101111,2024-07-13 06:39:00,C00607,P0121,Sports,Outdoor,2,394.92,15,774.84,521.72,253.12,East,Consumer,6,Credit Card,2.0,False
O101112,2024-06-29 02:32:00,C00476,P0009,Clothing,Men,1,243.66,15,228.66,147.13,81.53,North,Consumer,2,Debit Card,3.0,False
O101113,2022-04-10 08:37:00,C00573,P0021,Sports,Outdoor,2,475.88,5,946.76,758.92,187.84,North,Home Office,8,Credit Card,4.0,False
O101114,2022-03-23 09:38:00,C00464,P0104,Home & Kitchen,Furniture,2,203.73,15,392.46,291.34,101.12,East,Home Office,9,Credit Card,3.0,False
O101115,2024-09-22 07:00:00,C00416,P0133,Sports,Fitness,1,155.27,15,140.27,129.45,10.82,North,Consumer,7,Wallet,3.0,False
O101116,2023-01-10 07:21:00,C00624,P0081,Clothing,Men,1,232.59,0,232.59,180.48,52.11,North,Corporate,7,UPI,3.0,False
O101117,2022-08-26 03:10:00,C00262,P0078,Electronics,Accessories,3,464.12,10,1382.36,982.02,400.34,South,Consumer,3,Debit Card,4.0,False
O101118,2024-05-30 00:45:00,C00607,P0126,Home & Kitchen,Kitchen Appliances,1,478.42,0,478.42,395.58,82.84,East,Consumer,0,UPI,5.0,False
O101119,2023-07-26 13:35:00,C00751,P0049,Home & Kitchen,Furniture,1,341.23,0,341.23,216.52,124.71,North,Home Office,13,Credit Card,1.0,False
O101120,2024-04-01 16:58:00,C00073,P0063,Home & Kitchen,Kitchen Appliances,1,167.24,0,167.24,112.29,54.95,Central,Home Office,16,Credit Card,5.0,False
O101121,2023-02-07 14:42:00,C00623,P0091,Beauty,Skin Care,1,311.65,0,311.65,180.12,131.53,North,Consumer,14,Debit Card,,False
O101122,2024-04-26 03:35:00,C00231,P0144,Sports,Indoor,2,322.16,0,644.32,506.76,137.56,East,Consumer,3,Credit Card,3.0,False
O101123,2024-02-01 01:32:00,C00328,P0116,Clothing,Women,1,336.19,15,321.19,243.5,77.69,North,Consumer,1,Credit Card,4.0,False
O101124,2022-10-08 10:58:00,C00691,P0058,Electronics,Accessories,1,462.89,0,462.89,338.86,124.03,South,Consumer,10,Credit Card,4.0,False
O101125,2022-07-22 05:24:00,C00787,P0031,Grocery,Beverages,1,227.8,10,217.8,149.33,68.47,North,Consumer,5,Netbanking,5.0,False
O101126,2022-10-25 02:30:00,C00588,P0120,Clothing,Men,1,331.7,0,331.7,256.57,75.13,South,Home Office,2,Debit Card,5.0,False
O101127,2024-01-11 07:52:00,C00209,P0037,Beauty,Skin Care,1,325.06,5,320.06,220.04,100.02,Central,Corporate,7,Credit Card,5.0,False
O101128,2023-01-30 21:46:00,C00240,P0029,Beauty,Hair Care,2,227.92,10,445.84,261.08,184.76,East,Home Office,21,Netbanking,5.0,False
O101129,2024-09-08 19:50:00,C00155,P0087,Beauty,Hair Care,2,348.37,15,681.74,502.3,179.44,East,Consumer,19,Netbanking,4.0,False
O101130,2023-08-13 15:49:00,C00728,P0005,Home & Kitchen,Furniture,1,271.9,0,271.9,183.9,88.0,West,Consumer,15,Debit Card,4.0,False
O101131,2022-10-26 20:02:00,C00712,P0128,Toys,Puzzles,1,232.04,0,232.04,149.9,82.14,South,Corporate,20,Debit Card,3.0,False
O101132,2023-09-14 17:38:00,C00048,P0020,Beauty,Makeup,1,123.99,5,118.99,79.77,39.22,South,Consumer,17,Debit Card,5.0,False
O101133,2022-10-09 15:21:00,C00475,P0138,Toys,Educational,2,261.35,0,522.7,323.36,199.34,North,Consumer,15,Debit Card,4.0,False
O101134,2023-07-04 08:55:00,C00592,P0047,Toys,Action Figures,2,244.72,0,489.44,318.02,171.42,North,Consumer,8,Credit Card,2.0,False
O101135,2023-01-27 11:19:00,C00219,P0043,Grocery,Staples,1,286.12,10,276.12,227.32,48.8,North,Consumer,11,UPI,5.0,False
O101136,2023-01-21 19:56:00,C00315,P0059,Home & Kitchen,Furniture,2,339.75,15,664.5,406.04,258.46,South,Consumer,19,Credit Card,4.0,False
O101137,2023-10-20 06:51:00,C00522,P0134,Grocery,Snacks,1,356.83,0,356.83,250.91,105.92,West,Consumer,6,Credit Card,3.0,False
O101138,2023-05-21 06:38:00,C00448,P0052,Electronics,Laptop,1,453.79,15,438.79,281.18,157.61,North,Home Office,6,Netbanking,5.0,False
O101139,2023-07-09 18:29:00,C00032,P0149,Electronics,Accessories,2,562.63,0,1125.26,713.46,411.8,East,Consumer,18,UPI,5.0,False
O101140,2024-03-16 00:04:00,C00120,P0066,Grocery,Snacks,1,462.75,0,462.75,287.51,175.24,North,Consumer,0,Wallet,4.0,False
O101141,2023-07-22 16:36:00,C00682,P0038,Grocery,Beverages,1,64.84,0,64.84,40.5,24.34,North,Consumer,16,COD,4.0,False
O101142,2022-08-10 15:27:00,C00015,P0108,Home & Kitchen,Decor,1,320.95,0,320.95,253.75,67.2,West,Consumer,15,Credit Card,5.0,False
O101143,2022-04-22 01:54:00,C00502,P0071,Grocery,Staples,2,343.37,10,676.74,389.48,287.26,West,Consumer,1,Debit Card,5.0,False
O101144,2024-05-16 06:02:00,C00568,P0092,Beauty,Skin Care,2,416.24,0,832.48,631.56,200.92,West,Consumer,6,Credit Card,4.0,False
O101145,2024-05-30 07:14:00,C00570,P0124,Electronics,Laptop,1,331.78,10,321.78,238.28,83.5,North,Consumer,7,UPI,2.0,False
O101146,2023-04-30 04:01:00,C00289,P0138,Toys,Educational,3,261.35,0,784.05,485.04,299.01,West,Consumer,4,Credit Card,,False
O101147,2022-02-05 05:05:00,C00568,P0050,Beauty,Skin Care,1,75.17,0,75.17,48.8,26.37,West,Consumer,5,Netbanking,5.0,False
O101148,2024-04-12 07:15:00,C00556,P0117,Home & Kitchen,Kitchen Appliances,1,295.83,0,295.83,211.88,83.95,North,Consumer,7,Wallet,5.0,True
O101149,2023-09-24 13:37:00,C00482,P0074,Sports,Indoor,1,414.6,5,409.6,339.44,70.16,West,Consumer,13,Credit Card,5.0,False
O101150,2024-06-28 14:09:00,C00531,P0011,Grocery,Snacks,1,219.95,5,214.95,171.3,43.65,North,Home Office,14,Credit Card,3.0,False
O101151,2024-10-03 13:50:00,C00643,P0046,Home & Kitchen,Decor,1,213.62,0,213.62,157.83,55.79,North,Corporate,13,Debit Card,4.0,False
O101152,2023-02-25 11:09:00,C00543,P0041,Clothing,Women,1,388.62,15,373.62,237.0,136.62,South,Consumer,11,UPI,5.0,False
O101153,2023-03-23 10:22:00,C00276,P0019,Toys,Puzzles,1,191.04,15,176.04,136.02,40.02,Central,Consumer,10,Credit Card,5.0,False
O101154,2024-08-19 00:43:00,C00512,P0066,Grocery,Snacks,1,462.75,15,447.75,287.51,160.24,South,Consumer,0,Credit Card,3.0,True
O101155,2023-12-08 11:24:00,C00226,P0041,Clothing,Women,4,388.62,15,1539.48,948.0,591.48,East,Consumer,11,Debit Card,4.0,False
O101156,2023-12-15 07:17:00,C00148,P0118,Toys,Puzzles,2,151.77,0,303.54,247.86,55.68,North,Corporate,7,Debit Card,5.0,False
O101157,2023-02-05 01:24:00,C00220,P0127,Sports,Outdoor,1,181.14,0,181.14,139.76,41.38,South,Consumer,1,Credit Card,2.0,False
O101158,2022-04-13 08:05:00,C00578,P0074,Sports,Indoor,2,414.6,5,824.19,678.88,145.31,South,Consumer,8,Credit Card,5.0,False
O101159,2023-01-16 07:26:00,C00374,P0055,Electronics,Mobile,1,623.72,0,623.72,445.8,177.92,Central,Home Office,7,Credit Card,5.0,False
O101160,2022-12-27 09:35:00,C00654,P0141,Home & Kitchen,Kitchen Appliances,1,294.57,0,294.57,236.8,57.77,South,Consumer,9,Credit Card,3.0,False
O101161,2022-06-07 02:49:00,C00506,P0049,Home & Kitchen,Furniture,1,341.23,0,341.23,216.52,124.71,East,Consumer,2,Debit Card,3.0,False
O101162,2024-01-26 23:11:00,C00413,P0144,Sports,Indoor,1,322.16,0,322.16,253.38,68.78,West,Home Office,23,Credit Card,5.0,False
O101163,2023-07-12 16:52:00,C00652,P0090,Home & Kitchen,Decor,1,361.59,0,361.59,238.82,122.77,South,Consumer,16,Debit Card,5.0,False
O101164,2022-09-28 07:55:00,C00345,P0029,Beauty,Hair Care,1,193.73,10,183.73,130.54,53.19,South,Consumer,7,UPI,4.0,False
O101165,2022-08-14 22:15:00,C00609,P0145,Grocery,Beverages,1,331.19,0,331.19,213.65,117.54,East,Consumer,22,Credit Card,5.0,True
O101166,2024-08-01 16:51:00,C00279,P0103,Home & Kitchen,Kitchen Appliances,3,258.87,5,771.61,495.03,276.58,North,Consumer,16,Debit Card,3.0,False
O101167,2024-08-13 20:33:00,C00780,P0055,Electronics,Mobile,2,592.53,10,1175.07,891.6,283.47,West,Consumer,20,UPI,3.0,False
O101168,2024-04-14 05:32:00,C00498,P0134,Grocery,Snacks,4,356.83,0,1427.32,1003.64,423.68,North,Corporate,5,Credit Card,4.0,False
O101169,2023-09-04 03:38:00,C00333,P0136,Toys,Action Figures,1,485.99,0,485.99,321.98,164.01,Central,Home Office,3,Debit Card,5.0,False
O101170,2022-02-02 06:27:00,C00153,P0059,Home & Kitchen,Furniture,3,339.75,10,1009.25,609.06,400.19,North,Consumer,6,UPI,3.0,False
O101171,2023-09-11 12:15:00,C00373,P0105,Clothing,Women,2,280.65,0,561.3,430.0,131.3,South,Consumer,12,Wallet,5.0,False
O101172,2024-08-10 11:56:00,C00355,P0092,Beauty,Skin Care,1,416.24,5,411.24,315.78,95.46,East,Consumer,11,COD,5.0,False
O101173,2022-07-27 09:23:00,C00144,P0124,Electronics,Laptop,1,331.78,5,326.78,238.28,88.5,North,Corporate,9,Netbanking,2.0,False
O101174,2023-08-26 11:52:00,C00492,P0054,Home & Kitchen,Kitchen Appliances,1,373.4,0,373.4,280.75,92.65,East,Consumer,11,Wallet,2.0,False
O101175,2023-12-23 10:12:00,C00061,P0008,Grocery,Staples,1,372.49,0,372.49,284.08,88.41,South,Consumer,10,Credit Card,5.0,False
O101176,2023-07-07 01:01:00,C00404,P0057,Toys,Puzzles,1,199.29,10,189.29,158.64,30.65,North,Home Office,1,Debit Card,4.0,False
O101177,2024-07-31 11:39:00,C00450,P0137,Grocery,Beverages,1,206.01,0,206.01,127.59,78.42,South,Corporate,11,Netbanking,4.0,False
O101178,2024-09-25 13:48:00,C00781,P0082,Beauty,Makeup,1,342.85,10,332.85,233.9,98.95,South,Home Office,13,UPI,4.0,False
O101179,2022-11-11 12:21:00,C00525,P0026,Home & Kitchen,Kitchen Appliances,2,281.98,15,548.96,366.52,182.44,West,Home Office,12,Credit Card,5.0,False
O101180,2022-07-10 19:24:00,C00538,P0122,Beauty,Hair Care,1,190.87,0,190.87,142.85,48.02,North,Consumer,19,Credit Card,5.0,False
O101181,2024-05-06 18:12:00,C00101,P0030,Grocery,Staples,1,238.5,0,238.5,155.88,82.62,West,Consumer,18,Debit Card,4.0,False
O101182,2023-03-08 00:04:00,C00462,P0031,Grocery,Beverages,2,227.8,0,455.6,298.66,156.94,South,Corporate,0,UPI,3.0,False
O101183,2022-12-06 21:31:00,C00158,P0015,Toys,Educational,1,93.01,5,88.01,69.13,18.88,South,Consumer,21,Netbanking,5.0,False
O101184,2024-02-02 15:16:00,C00581,P0002,Home & Kitchen,Furniture,1,283.41,15,268.41,165.76,102.65,East,Consumer,15,Credit Card,4.0,False
O101185,2023-07-26 19:49:00,C00091,P0014,Beauty,Skin Care,1,70.41,0,70.41,51.13,19.28,South,Corporate,19,Debit Card,5.0,False
O101186,2023-09-08 15:46:00,C00138,P0119,Sports,Indoor,2,437.14,10,864.28,663.08,201.2,North,Consumer,15,Credit Card,2.0,False
O101187,2022-10-31 17:14:00,C00325,P0125,Grocery,Staples,2,370.42,0,740.84,434.76,306.08,East,Corporate,17,Debit Card,5.0,False
O101188,2024-01-14 13:47:00,C00505,P0046,Home & Kitchen,Decor,1,213.62,0,213.62,157.83,55.79,North,Home Office,13,Credit Card,5.0,False
O101189,2022-05-16 10:59:00,C00681,P0125,Grocery,Staples,1,370.42,5,365.42,217.38,148.04,South,Consumer,10,Credit Card,4.0,False
O101190,2024-01-29 03:19:00,C00277,P0075,Clothing,Men,1,14.37,0,14.37,10.31,4.06,North,Consumer,3,Wallet,5.0,False
O101191,2024-05-30 07:18:00,C00514,P0124,Electronics,Laptop,1,331.78,0,331.78,238.28,93.5,West,Home Office,7,Credit Card,4.0,False
O101192,2022-06-19 03:05:00,C00554,P0073,Beauty,Makeup,1,295.7,0,295.7,165.57,130.13,South,Consumer,3,Credit Card,4.0,False
O101193,2022-11-08 01:00:00,C00674,P0043,Grocery,Staples,1,286.12,0,286.12,227.32,58.8,South,Consumer,1,Credit Card,3.0,False
O101194,2024-01-02 21:36:00,C00063,P0064,Grocery,Snacks,1,156.46,0,156.46,121.35,35.11,South,Consumer,21,Credit Card,5.0,False
O101195,2022-03-22 19:00:00,C00039,P0140,Clothing,Kids,1,152.3,5,147.3,86.83,60.47,North,Consumer,19,Netbanking,4.0,False
O101196,2023-08-20 19:53:00,C00697,P0096,Grocery,Beverages,1,124.38,10,114.38,95.9,18.48,North,Corporate,19,Credit Card,5.0,False
O101197,2023-06-17 05:41:00,C00104,P0105,Clothing,Women,2,280.65,10,551.3,430.0,121.3,Central,Consumer,5,Credit Card,5.0,False
O101198,2023-11-25 21:10:00,C00346,P0008,Grocery,Staples,1,352.88,0,352.88,284.08,68.8,South,Consumer,21,COD,5.0,False
O101199,2024-04-01 13:51:00,C00708,P0018,Home & Kitchen,Kitchen Appliances,1,337.71,0,337.71,215.74,121.97,East,Consumer,13,UPI,5.0,False
O101200,2022-11-14 01:05:00,C00119,P0012,Toys,Action Figures,1,244.11,0,244.11,166.99,77.12,West,Consumer,1,Credit Card,,False
O101201,2022-05-31 09:49:00,C00562,P0108,Home & Kitchen,Decor,1,320.95,10,310.95,253.75,57.2,East,Consumer,9,Credit Card,4.0,False
O101202,2023-09-12 22:13:00,C00622,P0133,Sports,Fitness,1,172.52,0,172.52,129.45,43.07,South,Consumer,22,Credit Card,5.0,False
O101203,2022-03-06 08:24:00,C00084,P0075,Clothing,Men,1,14.37,0,14.37,10.31,4.06,West,Corporate,8,UPI,5.0,False
O101204,2023-10-25 14:08:00,C00335,P0118,Toys,Puzzles,1,151.77,15,136.77,123.93,12.84,North,Home Office,14,Debit Card,5.0,False
O101205,2023-01-12 00:55:00,C00757,P0076,Home & Kitchen,Kitchen Appliances,1,398.63,5,393.63,258.69,134.94,West,Consumer,0,Credit Card,2.0,False
O101206,2022-03-28 04:15:00,C00351,P0045,Clothing,Kids,1,122.58,0,122.58,94.15,28.43,East,Consumer,4,Wallet,3.0,False
O101207,2022-01-19 20:23:00,C00009,P0100,Grocery,Snacks,1,258.26,0,258.26,204.04,54.22,East,Home Office,20,Credit Card,5.0,False
O101208,2024-10-23 06:13:00,C00045,P0028,Clothing,Men,1,345.08,15,330.08,275.83,54.25,South,Corporate,6,Netbanking,3.0,False
O101209,2024-03-11 16:37:00,C00458,P0127,Sports,Outdoor,1,153.97,0,153.97,139.76,14.21,North,Consumer,16,Debit Card,1.0,False
O101210,2024-07-20 23:37:00,C00605,P0146,Clothing,Women,3,393.82,5,1176.46,872.34,304.12,East,Home Office,23,Credit Card,5.0,False
O101211,2022-05-09 15:53:00,C00207,P0142,Electronics,Accessories,2,591.17,10,1172.35,856.42,315.93,North,Consumer,15,Debit Card,2.0,False
O101212,2023-04-02 14:16:00,C00284,P0089,Electronics,Audio,1,414.61,0,414.61,324.17,90.44,North,Consumer,14,Netbanking,4.0,False
O101213,2024-03-19 08:00:00,C00782,P0012,Toys,Action Figures,2,244.11,0,488.22,333.98,154.24,North,Corporate,8,COD,4.0,False
O101214,2024-05-30 01:04:00,C00366,P0071,Grocery,Staples,2,343.37,10,676.74,389.48,287.26,East,Consumer,1,Wallet,5.0,False
O101215,2023-09-20 19:42:00,C00074,P0105,Clothing,Women,1,280.65,10,270.65,215.0,55.65,South,Consumer,19,Credit Card,4.0,False
O101216,2022-08-26 07:59:00,C00510,P0080,Clothing,Men,1,61.49,0,61.49,47.34,14.15,West,Consumer,7,Credit Card,4.0,True
O101217,2024-05-29 02:21:00,C00565,P0135,Sports,Indoor,1,189.67,0,189.67,125.46,64.21,North,Consumer,2,Credit Card,1.0,False
O101218,2022-12-13 21:18:00,C00407,P0035,Grocery,Beverages,1,398.71,5,393.71,253.2,140.51,North,Consumer,21,Credit Card,5.0,False
O101219,2023-08-15 09:34:00,C00772,P0028,Clothing,Men,1,345.08,0,345.08,275.83,69.25,East,Consumer,9,COD,2.0,False
O101220,2022-01-07 07:04:00,C00798,P0081,Clothing,Men,1,259.96,0,259.96,180.48,79.48,North,Home Office,7,UPI,5.0,False
